author;category;Nombre de titolo
Total Kiona N. Smith, Ars Technica;;8
Kira Goldenberg;the big story;1
Total Kira Goldenberg;;1
Kiran Bhagotra;business;1
Total Kiran Bhagotra;;1
Kirk Deeter;culture;1
Total Kirk Deeter;;1
Kirsten Bell;ideas;1
Total Kirsten Bell;;1
Kirsten Grind;ideas;1
Total Kirsten Grind;;1
Kirsty Styles;business;1
Total Kirsty Styles;;1
Kitty Knowles;business;1
Total Kitty Knowles;;1
Klaus Thymann;science;1
Total Klaus Thymann;;1
Klint Finley;business;1098
Klint Finley;culture;1
Klint Finley;science;3
Klint Finley;security;6
Total Klint Finley;;1108
Kourosh Karimkhany;business;32
Kourosh Karimkhany;culture;3
Kourosh Karimkhany;gear;1
Kourosh Karimkhany;(vide);2
Total Kourosh Karimkhany;;38
Kresse Wesling;business;1
Total Kresse Wesling;;1
Kris Alexander;security;15
Kris Alexander;(vide);1
Total Kris Alexander;;16
Kris Bordessa;(vide);100
Total Kris Bordessa;;100
Kris King;(vide);1
Total Kris King;;1
Krissy Rushing;(vide);1
Total Krissy Rushing;;1
Kristen Bruno;culture;2
Total Kristen Bruno;;2
Kristen French;the big story;2
Total Kristen French;;2
Kristen Hall-Geisler;transportation;1
Total Kristen Hall-Geisler;;1
Kristen Philipkoski;business;22
Kristen Philipkoski;culture;29
Kristen Philipkoski;science;688
Kristen Philipkoski;security;19
Kristen Philipkoski;(vide);23
Total Kristen Philipkoski;;781
Kristen Philipkoski Kim Griggs;science;1
Total Kristen Philipkoski Kim Griggs;;1
Kristen Poli;security;1
Total Kristen Poli;;1
Kristen Rutherford;(vide);26
Total Kristen Rutherford;;26
Kristi Coale;business;5
Kristi Coale;culture;3
Kristi Coale;science;174
Kristi Coale;security;14
Kristi Coale;(vide);2
Total Kristi Coale;;198
Kristian Nairn;culture;1
Total Kristian Nairn;;1
Kristian von Bengtson;science;167
Total Kristian von Bengtson;;167
Kristie Lu Stout;culture;4
Kristie Lu Stout;security;1
Total Kristie Lu Stout;;5
Kristin Canning;gear;1
Total Kristin Canning;;1
Kristin Demos;(vide);2
Total Kristin Demos;;2
Kristin Lowe;(vide);1
Total Kristin Lowe;;1
Kristin Spence;(vide);23
Total Kristin Spence;;23
Kristin Wong;culture;1
Total Kristin Wong;;1
Kristina Bartlett Brody;science;1
Total Kristina Bartlett Brody;;1
Kristina Bjoran;(vide);3
Total Kristina Bjoran;;3
Kristine Kern;(vide);7
Total Kristine Kern;;7
Kristine Villarroel;culture;1
Total Kristine Villarroel;;1
Kristofer Goldsmith;security;1
Total Kristofer Goldsmith;;1
Kristoffer Tigue;science;1
Total Kristoffer Tigue;;1
Kristy Hamilton;environment;1
Total Kristy Hamilton;;1
Kristy O'Rell;(vide);1
Total Kristy O'Rell;;1
Krystal Grow;design;2
Krystal Grow;photo;1
Total Krystal Grow;;3
Krzysztof Pelc;ideas;1
Total Krzysztof Pelc;;1
Ksenya Samarskaya;gear;1
Total Ksenya Samarskaya;;1
kshosfy;business;1
kshosfy;culture;21
kshosfy;security;1
kshosfy;(vide);23
Total kshosfy;;46
Kulvinder Singh;science;1
Total Kulvinder Singh;;1
Kurt Amsler;science;1
Total Kurt Amsler;;1
Kurt Kohlstedt;business;1
Total Kurt Kohlstedt;;1
Kurt Opprecht;business;3
Kurt Opprecht;culture;2
Kurt Opprecht;science;7
Kurt Opprecht;security;1
Total Kurt Opprecht;;13
Kwame Kwei-Armah;culture;1
Total Kwame Kwei-Armah;;1
Kyle DeNuccio;business;1
Kyle DeNuccio;culture;1
Total Kyle DeNuccio;;2
Kyle Hill;culture;3
Total Kyle Hill;;3
Kyle Hoekstra;culture;1
Total Kyle Hoekstra;;1
Kyle L. Evanoff;opinion;1
Total Kyle L. Evanoff;;1
Kyle MacNeill;culture;1
Total Kyle MacNeill;;1
Kyle McDonald;security;1
Total Kyle McDonald;;1
Kyle Mullin;business;3
Total Kyle Mullin;;3
Kyle Orland, Ars Technica;business;2
Kyle Orland, Ars Technica;catch even more;1
Kyle Orland, Ars Technica;culture;13
Kyle Orland, Ars Technica;gear;2
Total Kyle Orland, Ars Technica;;18
Kyle Stack;culture;16
Kyle Stack;gear;2
Total Kyle Stack;;18
Kyle Torpey;culture;1
Total Kyle Torpey;;1
Kyle Vanhemert;business;9
Kyle Vanhemert;culture;8
Kyle Vanhemert;design;379
Kyle Vanhemert;gear;6
Kyle Vanhemert;science;1
Kyle Vanhemert;(vide);2
Total Kyle Vanhemert;;405
Kyle Wiens;business;3
Kyle Wiens;gear;8
Kyle Wiens;ideas;2
Kyle Wiens;opinion;14
Kyle Wiens;security;1
Total Kyle Wiens;;28
Kyle Wilson;culture;1
Total Kyle Wilson;;1
Kyle Younker;business;
Total Kyle Younker;;
Kylie Mohr;science;4
Total Kylie Mohr;;4
Kyra Maya Phillips;security;1
Total Kyra Maya Phillips;;1
L. S. Loving;(vide);1
Total L. S. Loving;;1
L.V. Anderson;science;1
Total L.V. Anderson;;1
Laine Yuhas;culture;1
Total Laine Yuhas;;1
Lainna Fader;culture;1
Lainna Fader;design;1
Lainna Fader;photo;2
Total Lainna Fader;;4
Lakshmi Chandrasekaran;science;1
Total Lakshmi Chandrasekaran;;1
Lakshmi Chaudhry;business;8
Lakshmi Chaudhry;culture;6
Lakshmi Chaudhry;security;6
Total Lakshmi Chaudhry;;20
Lakshmi Sandhana;culture;11
Lakshmi Sandhana;gear;1
Lakshmi Sandhana;science;16
Lakshmi Sandhana;security;1
Total Lakshmi Sandhana;;29
Lala Tanmoy Das;ideas;1
Total Lala Tanmoy Das;;1
Lance Fortnow;science;1
Total Lance Fortnow;;1
Lance Rose;(vide);10
Total Lance Rose;;10
Landis Wiedner;gear;1
Total Landis Wiedner;;1
Lane Hartwell;culture;4
Total Lane Hartwell;;4
Lara Kristin Lentini;culture;1
Total Lara Kristin Lentini;;1
Lara Putnam;ideas;1
Total Lara Putnam;;1
Lara Williams;culture;2
Total Lara Williams;;2
Larissa Zimberoff;business;2
Larissa Zimberoff;science;2
Total Larissa Zimberoff;;4
Larry Buhl;science;1
Total Larry Buhl;;1
Larry Downes;opinion;2
Total Larry Downes;;2
Larry Gallagher;(vide);1
Total Larry Gallagher;;1
Larry Husten;(vide);1
Total Larry Husten;;1
Larry Sanger;opinion;1
Total Larry Sanger;;1
Larry Smarr;(vide);1
Total Larry Smarr;;1
Larry Smith;(vide);1
Total Larry Smith;;1
Laszlo Bock;business;1
Total Laszlo Bock;;1
LaToya Allen;business;1
Total LaToya Allen;;1
Latoya Peterson;the big story;2
Total Latoya Peterson;;2
Laura Bliss;science;2
Laura Bliss;transportation;1
Total Laura Bliss;;3
Laura Bradford;(vide);2
Total Laura Bradford;;2
Laura Cameron;culture;2
Total Laura Cameron;;2
Laura Cole;business;1
Total Laura Cole;;1
Laura Conway;(vide);1
Total Laura Conway;;1
Laura Fraser;(vide);1
Total Laura Fraser;;1
Laura Galloway;business;1
Total Laura Galloway;;1
Laura Grace Weldon;(vide);130
Total Laura Grace Weldon;;130
Laura Hautala;science;1
Total Laura Hautala;;1
Laura Holliday;culture;1
Total Laura Holliday;;1
Laura Hudson;culture;266
Laura Hudson;gear;1
Laura Hudson;opinion;1
Laura Hudson;the big story;1
Laura Hudson;(vide);3
Total Laura Hudson;;272
Laura Kipnis;the big story;
Total Laura Kipnis;;
Laura Kirsop;culture;1
Total Laura Kirsop;;1
Laura Linden;(vide);3
Total Laura Linden;;3
Laura MacInnis;business;1
Total Laura MacInnis;;1
Laura Mallonee;business;1
Laura Mallonee;culture;4
Laura Mallonee;design;35
Laura Mallonee;gear;1
Laura Mallonee;photo;427
Laura Mallonee;science;8
Laura Mallonee;transportation;2
Laura Mallonee;(vide);4
Total Laura Mallonee;;482
Laura Martz;business;2
Laura Martz;culture;10
Total Laura Martz;;12
Laura McCreddie-Doak;business;1
Laura McCreddie-Doak;culture;1
Laura McCreddie-Doak;gear;10
Total Laura McCreddie-Doak;;12
Laura Miller;business;6
Laura Miller;security;1
Laura Miller;(vide);1
Total Laura Miller;;8
Laura Moorhead;culture;3
Laura Moorhead;(vide);2
Total Laura Moorhead;;5
Laura Nichol;culture;2
Laura Nichol;(vide);4
Total Laura Nichol;;6
Laura Paddison;science;2
Total Laura Paddison;;2
Laura Parker;culture;1
Laura Parker;gear;1
Laura Parker;science;1
Total Laura Parker;;3
Laura Poppick;science;9
Total Laura Poppick;;9
Laura Rich;business;1
Laura Rich;(vide);2
Total Laura Rich;;3
Laura Rozen;culture;1
Total Laura Rozen;;1
Laura Sanders, Science News;science;29
Total Laura Sanders, Science News;;29
Laura Santoso;science;1
Total Laura Santoso;;1
Laura Spinney;ideas;1
Total Laura Spinney;;1
Laura Yan;the big story;1
Total Laura Yan;;1
Laurel Braitman;business;1
Laurel Braitman;opinion;1
Total Laurel Braitman;;2
Lauren Aaronson;culture;1
Total Lauren Aaronson;;1
LAUREN BANS;gear;1
Total LAUREN BANS;;1
Lauren Barack;business;7
Lauren Barack;culture;3
Lauren Barack;science;2
Lauren Barack;(vide);1
Total Lauren Barack;;13
Lauren Bohn;the big story;1
Total Lauren Bohn;;1
Lauren Collee;ideas;1
Total Lauren Collee;;1
Lauren Crabbe;gear;3
Total Lauren Crabbe;;3
Lauren Dalban;science;1
Total Lauren Dalban;;1
Lauren Evans;science;1
Total Lauren Evans;;1
Lauren Fielder;culture;6
Total Lauren Fielder;;6
Lauren Goode;artificial intelligence;1
Lauren Goode;business;32
Lauren Goode;culture;7
Lauren Goode;gear;279
Lauren Goode;gear news and events;1
Lauren Goode;national affairs;1
Lauren Goode;science;4
Lauren Goode;the big story;2
Lauren Goode;trends;1
Total Lauren Goode;;328
Lauren Goodman;design;1
Lauren Goodman;gear;4
Total Lauren Goodman;;5
Lauren Joseph;business;1
Lauren Joseph;photo;1
Total Lauren Joseph;;2
Lauren Kirchner;(vide);1
Total Lauren Kirchner;;1
Lauren Larson;ideas;1
Total Lauren Larson;;1
Lauren Markham;science;1
Total Lauren Markham;;1
Lauren Michele Jackson;culture;1
Total Lauren Michele Jackson;;1
Lauren Murrow;business;5
Lauren Murrow;culture;12
Lauren Murrow;science;2
Total Lauren Murrow;;19
Lauren Razavi;the big story;1
Total Lauren Razavi;;1
Lauren Schwartzberg;culture;1
Lauren Schwartzberg;the big story;1
Total Lauren Schwartzberg;;2
Lauren Smiley;business;6
Lauren Smiley;culture;1
Lauren Smiley;gear;1
Lauren Smiley;science;1
Lauren Smiley;the big story;16
Total Lauren Smiley;;25
Lauren Weinstein;business;2
Lauren Weinstein;culture;4
Lauren Weinstein;opinion;2
Lauren Weinstein;security;15
Total Lauren Weinstein;;23
Laurence H. Tribe;business;1
Total Laurence H. Tribe;;1
Laurence Kemball-Cook;science;1
Total Laurence Kemball-Cook;;1
Laurence Russell;culture;6
Total Laurence Russell;;6
Laurence Scott;ideas;8
Laurence Scott;science;1
Total Laurence Scott;;9
Laurent Haug;business;1
Total Laurent Haug;;1
Laurie Becklund;security;1
Total Laurie Becklund;;1
Laurie Clarke;business;15
Laurie Clarke;culture;5
Laurie Clarke;science;13
Laurie Clarke;security;4
Total Laurie Clarke;;37
Laurie Clarke, WIRED UK;science;2
Total Laurie Clarke, WIRED UK;;2
Laurie Penny;business;1
Laurie Penny;culture;2
Laurie Penny;ideas;9
Total Laurie Penny;;12
Laurie Winkless;science;1
Total Laurie Winkless;;1
Lauryn Hill;culture;2
Lauryn Hill;photo;2
Lauryn Hill;science;2
Total Lauryn Hill;;6
Lavender Au;business;6
Lavender Au;security;1
Total Lavender Au;;7
Lawrence Forbes;gear;1
Total Lawrence Forbes;;1
Lawrence Goldstone;transportation;1
Total Lawrence Goldstone;;1
Lawrence Lessig;business;2
Lawrence Lessig;(vide);21
Total Lawrence Lessig;;23
Lawrence M. Krauss;(vide);1
Total Lawrence M. Krauss;;1
Lawrence Sanchez;science;1
Total Lawrence Sanchez;;1
Lawrence Weschler;(vide);1
Total Lawrence Weschler;;1
Lawrence Wilkinson;(vide);1
Total Lawrence Wilkinson;;1
Layli Foroudi;security;1
Total Layli Foroudi;;1
Leah A. Plunkett;opinion;1
Total Leah A. Plunkett;;1
Leah Feiger;politics;1
Total Leah Feiger;;1
Leah Shaffer;science;1
Total Leah Shaffer;;1
Leander Kahney;business;89
Leander Kahney;culture;91
Leander Kahney;gear;270
Leander Kahney;opinion;1
Leander Kahney;science;331
Leander Kahney;security;43
Leander Kahney;the big story;1
Leander Kahney;(vide);28
Total Leander Kahney;;854
Leander Kahney Daniel Terdiman;gear;1
Total Leander Kahney Daniel Terdiman;;1
Leander Kahney Farhad Manjoo;gear;1
Total Leander Kahney Farhad Manjoo;;1
Leanne Kemp;science;1
Total Leanne Kemp;;1
Lee Bell;business;27
Lee Bell;culture;4
Lee Bell;gear;3
Lee Bell;science;19
Lee Bell;security;2
Total Lee Bell;;55
Lee Billings;business;2
Total Lee Billings;;2
Lee Bruno;business;1
Total Lee Bruno;;1
Lee Cooper;opinion;1
Total Lee Cooper;;1
Lee Hutchinson, Ars Technica;culture;2
Lee Hutchinson, Ars Technica;science;1
Total Lee Hutchinson, Ars Technica;;3
Lee Marshall;(vide);2
Total Lee Marshall;;2
Lee Sherman;business;1
Total Lee Sherman;;1
Lee Sherry;science;1
Total Lee Sherry;;1
Lee Simmons;business;4
Lee Simmons;culture;2
Lee Simmons;gear;2
Lee Simmons;science;6
Lee Simmons;transportation;1
Total Lee Simmons;;15
Lee Smith;business;1
Total Lee Smith;;1
Lee Smolin;science;1
Total Lee Smolin;;1
Leena Pendharkar;security;1
Total Leena Pendharkar;;1
Leerom Segal;opinion;1
Total Leerom Segal;;1
Leeza Garber;security;1
Total Leeza Garber;;1
Leigh Alexander;culture;1
Total Leigh Alexander;;1
Leigh Cowart;ideas;1
Total Leigh Cowart;;1
Leigh Gallagher;the big story;1
Total Leigh Gallagher;;1
Leigh Shulman;gear;1
Total Leigh Shulman;;1
Leila Conners Petersen;(vide);2
Total Leila Conners Petersen;;2
Leila Haghighat;ideas;1
Total Leila Haghighat;;1
Leila Johnston;business;6
Leila Johnston;culture;1
Leila Johnston;gear;2
Leila Johnston;security;1
Total Leila Johnston;;10
Leila Madrone;science;1
Total Leila Madrone;;1
Leila Sloman;science;5
Total Leila Sloman;;5
Len Ochs;(vide);1
Total Len Ochs;;1
Lena Groeger;business;3
Lena Groeger;gear;1
Lena Groeger;security;14
Total Lena Groeger;;18
Leo Bear-McGuinness;culture;1
Leo Bear-McGuinness;science;4
Total Leo Bear-McGuinness;;5
Leo Hickman;business;1
Total Leo Hickman;;1
Leo Kim;ideas;6
Total Leo Kim;;6
Leon Poultney;business;16
Total Leon Poultney;;16
Leonard Sherman;business;1
Total Leonard Sherman;;1
Leonard Vishnevsky;business;2
Leonard Vishnevsky;science;2
Total Leonard Vishnevsky;;4
Leonardo M. D'Esposito;culture;1
Total Leonardo M. D'Esposito;;1
Leor Hackel Gregg Sparkman;science;1
Total Leor Hackel Gregg Sparkman;;1
Les Shu;(vide);3
Total Les Shu;;3
Leslie Berlin;business;1
Leslie Berlin;culture;1
Total Leslie Berlin;;2
Leslie K John;culture;1
Total Leslie K John;;1
Leslie Lamport;opinion;1
Total Leslie Lamport;;1
Leslie Nemo;science;3
Total Leslie Nemo;;3
Lessig;the big story;1
Total Lessig;;1
Lessley Anderson;business;1
Lessley Anderson;culture;1
Lessley Anderson;security;1
Total Lessley Anderson;;3
Lettie Prell;culture;1
Total Lettie Prell;;1
Lev Grossman;(vide);1
Total Lev Grossman;;1
Levi Rizetnikof;(vide);3
Total Levi Rizetnikof;;3
Levi Tillemann;ideas;2
Levi Tillemann;transportation;2
Total Levi Tillemann;;4
Lewis Gordon;culture;11
Total Lewis Gordon;;11
Lewis J. Perelman;(vide);2
Total Lewis J. Perelman;;2
Lewis Wallace;business;1
Lewis Wallace;culture;487
Lewis Wallace;gear;2
Lewis Wallace;photo;2
Lewis Wallace;science;1
Lewis Wallace;(vide);5
Total Lewis Wallace;;498
Lexi Pandell;business;5
Lexi Pandell;culture;21
Lexi Pandell;design;1
Lexi Pandell;gear;2
Lexi Pandell;science;12
Lexi Pandell;the big story;2
Total Lexi Pandell;;43
Li Zhou;science;1
Total Li Zhou;;1
Lia Picard;gear;1
Total Lia Picard;;1
Lia Steakley;culture;1
Lia Steakley;science;1
Lia Steakley;security;2
Total Lia Steakley;;4
Liam Boogar;business;1
Total Liam Boogar;;1
Liam Kelly;business;1
Total Liam Kelly;;1
Liana Bandziulis;gear;14
Total Liana Bandziulis;;14
Liat Clark;business;263
Liat Clark;culture;60
Liat Clark;design;4
Liat Clark;gear;24
Liat Clark;science;187
Liat Clark;security;26
Liat Clark;the big story;1
Total Liat Clark;;565
Liat Clark - Wired UK;design;2
Total Liat Clark - Wired UK;;2
Libby Plummer;business;49
Libby Plummer;culture;9
Libby Plummer;gear;5
Libby Plummer;science;24
Total Libby Plummer;;87
Liesl Schillinger;(vide);4
Total Liesl Schillinger;;4
Lil Miss Hot Mess;culture;1
Total Lil Miss Hot Mess;;1
Lila Hassan;business;1
Total Lila Hassan;;1
Lilit Marcus;culture;1
Total Lilit Marcus;;1
Lillian Ablon;opinion;1
Total Lillian Ablon;;1
Lily Hay Newman;business;3
Lily Hay Newman;cyberattacks and hacks;1
Lily Hay Newman;gear;3
Lily Hay Newman;national security;1
Lily Hay Newman;politics;1
Lily Hay Newman;security;929
Lily Hay Newman;security news;1
Total Lily Hay Newman;;939
Lina Hansen;business;1
Total Lina Hansen;;1
Lincoln Caplan;business;1
Total Lincoln Caplan;;1
Lincoln Chen;(vide);1
Total Lincoln Chen;;1
Linda Formichelli;business;2
Linda Formichelli;science;1
Total Linda Formichelli;;3
Linda Jacobson;(vide);7
Total Linda Jacobson;;7
Linda Katherine Cutting;culture;1
Total Linda Katherine Cutting;;1
Linda Kinstler;ideas;1
Linda Kinstler;the big story;1
Total Linda Kinstler;;2
Linda Poon;science;3
Total Linda Poon;;3
Lindsay Ems;ideas;1
Total Lindsay Ems;;1
Lindsay Gellman;ideas;1
Lindsay Gellman;the big story;1
Total Lindsay Gellman;;2
Lindsay Jones;the big story;1
Total Lindsay Jones;;1
Lindsey Arent;business;58
Lindsey Arent;culture;10
Lindsey Arent;science;132
Lindsey Arent;security;42
Total Lindsey Arent;;242
Lindsey Ellefson;security;1
Total Lindsey Ellefson;;1
Lindsey Ganahl;(vide);1
Total Lindsey Ganahl;;1
Ling Ma;culture;1
Total Ling Ma;;1
Lionel Beehner;security;1
Total Lionel Beehner;;1
Lior Frenkel;business;2
Total Lior Frenkel;;2
Lior Zalmanson;business;1
Total Lior Zalmanson;;1
Lisa A. Goldstein;gear;1
Lisa A. Goldstein;the big story;1
Total Lisa A. Goldstein;;2
Lisa Abend;business;1
Lisa Abend;culture;1
Lisa Abend;science;1
Total Lisa Abend;;3
Lisa B. Samalonis;culture;1
Total Lisa B. Samalonis;;1
Lisa Calhoun;opinion;1
Total Lisa Calhoun;;1
Lisa Cox;science;1
Total Lisa Cox;;1
Lisa Delgado;culture;12
Lisa Delgado;(vide);5
Total Lisa Delgado;;17
Lisa Freedman;business;1
Lisa Freedman;(vide);1
Total Lisa Freedman;;2
Lisa Grossman;culture;1
Lisa Grossman;gear;1
Lisa Grossman;science;200
Lisa Grossman;(vide);2
Total Lisa Grossman;;204
Lisa J. Wise;gear;1
Total Lisa J. Wise;;1
Lisa Kanarek;business;1
Lisa Kanarek;gear;3
Total Lisa Kanarek;;4
Lisa Katayama;business;2
Lisa Katayama;culture;17
Lisa Katayama;gear;1
Lisa Katayama;(vide);91
Total Lisa Katayama;;111
Lisa Kennedy;(vide);1
Total Lisa Kennedy;;1
Lisa Larrimore Ouellette;science;1
Total Lisa Larrimore Ouellette;;1
Lisa Levy;(vide);1
Total Lisa Levy;;1
Lisa Margonelli;science;4
Lisa Margonelli;(vide);4
Total Lisa Margonelli;;8
Lisa Messeri;ideas;1
Total Lisa Messeri;;1
Lisa Nadile;business;3
Lisa Nadile;culture;1
Lisa Nadile;science;3
Lisa Nadile;security;1
Total Lisa Nadile;;8
Lisa Niver;gear;2
Total Lisa Niver;;2
Lisa Rabasca Roepe;gear;1
Total Lisa Rabasca Roepe;;1
Lisa Rein;science;24
Total Lisa Rein;;24
Lisa Schmeiser;business;4
Total Lisa Schmeiser;;4
Lisa Sonne;science;2
Total Lisa Sonne;;2
Lisa Wood Shapiro;gear;3
Lisa Wood Shapiro;the big story;3
Total Lisa Wood Shapiro;;6
Liz Bacelar;business;2
Total Liz Bacelar;;2
Liz Bailey;(vide);1
Total Liz Bailey;;1
Liz Gunnison;business;1
Liz Gunnison;culture;1
Total Liz Gunnison;;2
Liz Hopp;business;1
Total Liz Hopp;;1
Liz Kruesi;science;4
Total Liz Kruesi;;4
Liz Longden;science;1
Total Liz Longden;;1
Liz Specht;ideas;2
Liz Specht;science;1
Total Liz Specht;;3
Liz Stinson;business;6
Liz Stinson;culture;10
Liz Stinson;design;888
Liz Stinson;gear;69
Liz Stinson;photo;1
Liz Stinson;science;3
Liz Stinson;security news;
Liz Stinson;(vide);1
Total Liz Stinson;;978
Liza Gross;science;1
Total Liza Gross;;1
Lizard;culture;2
Lizard;(vide);6
Total Lizard;;8
Lizzie Buchen;science;10
Lizzie Buchen;(vide);1
Total Lizzie Buchen;;11
Lizzie Grosso;(vide);1
Total Lizzie Grosso;;1
Lizzie Wade;culture;5
Lizzie Wade;design;2
Lizzie Wade;science;35
Total Lizzie Wade;;42
Lizzy Davies;science;1
Total Lizzy Davies;;1
Lo Bénichou;gear;1
Total Lo Bénichou;;1
Loes Witschge;business;1
Total Loes Witschge;;1
Logan Hill;culture;6
Logan Hill;science;1
Logan Hill;the big story;4
Logan Hill;(vide);1
Total Logan Hill;;12
Logan Koepke;the big story;1
Total Logan Koepke;;1
