Identifiant;Titre;Description;Domaine;Sous-domaine;Type de producteur;Direction;Service;Sous-direction / département;Boîte fonctionnelle;Précision domaine;Mots-clés;Données géolocalisées;Lien1;Lien2;Fréquence de mise à jour;Volumétrie;Type de format;Autres formats;Couverture géographique1;Couverture géographique2;Statut ouverture;Date de mise à jour;Actif / Inactif;Couverture géographique;Perspectives de diffusion
CAT-0385;Fréquentation des sites culturels de Centre-Val de Loire;Suivi de la fréquentation des sites culturels depuis 2010;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;fréquentation;;https://data.culture.gouv.fr/explore/dataset/frequentation-des-sites-culturels-de-centre-val-de-loire;"https://tourisme-pro-centre-valdeloire.fr/download/cahier-statistique-2020/ ; https://www.monuments-nationaux.fr/Qui-sommes-nous/Nos-missions";En continu;;ODS;;Centre-Val de Loire;;Non ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable
CAT-0720;Enquêtes sur les moulins de 1794 à 1809;Enquêtes nationales sur l'état des moulins à farine actifs en 1794, 1801 et 1809.;Archives;;Service à compétence nationale;Archives nationales;;Direction des fonds / Département Justice et Intérieur / Pôle Intérieur;;Histoire;"histoire ; statistiques";Oui;https://data.culture.gouv.fr/explore/dataset/enquetes-sur-les-moulins-de-1794-1809;https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_002478;Aucune;20313 enregistrements;CSV;XML;France métropolitaine;;Ouvert;2022-06-24;Actif;France métropolitaine;Ouvrable
CAT-0736;Liste des organismes bénéficiant de l'exception au droit d’auteur en faveur des personnes en situation de handicap;L’exception au droit d’auteur en faveur des personnes handicapées est définie aux articles L.122-5, L.122-5-1,L.122-5-2 et R. 122-13 à R. 122-22 du code de la propriété intellectuelle. Celle-ci permet aux organismes habilités de produire ou de communiquer des documents adaptés à des personnes en situation handicap dans les conditions définies par la loi. Les principes de ce dispositif sont décrits sur le site du ministère de la Culture.;Livres et Presse;Livre;Administration centrale;Direction générale des médias et des industries culturelles;Service du livre et de la lecture;Département de l'économie du livre;;;"droit d'auteur ; handicap";Oui;https://data.culture.gouv.fr/explore/dataset/liste-des-organismes-beneficiant-exception-au-droit-d-auteur-en-faveur-handicap/information/;;Annuelle;;XLSX;;France entière;;Ouvert;2023-05-30;Actif;France entière;Ouvrable
CAT-0042;Liste des films agréés en production;Liste de films agréés en production depuis 2003. Liste avec titre, réalisateurs, coût, genre;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0318;Données d'instruction des dossiers d'opérations archéologiques en Occitanie;Gestion des étapes d'instruction des dossiers d'opérations archéologiques (préventive ou programmée) par le SRA (Service régional de l'archéologie) : courriers, arrêtés, adresses des opérations et des aménageurs, opérateurs et responsables d'opérations;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Occitanie;;Pôle Patrimoines et Architecture/ Service régional de l'archéologie;data-snum@culture.gouv.fr;;;;;arp.culture.fr;En continu;;;;Occitanie;;Non ouvert;2021-11-15;Actif;Occitanie;Ouvrable partiellement
CAT-0442;Contrats d'éducation artistique et culturelle en Bourgogne Franche-Comté;Contrats d'éducation artistique et culturelle (CLEA) en cours, en préfiguration, pressentis ou déchus (communes, EPCI et départements) en Bourgogne Franche-Comté;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;Education artistique et culturelle;"éducation artistique et culturelle (EAC) ; projet culturel de territoire (PCT)";;;;En continu;1 Mo;XLS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0465;Inventaire des diapositives produites par le DRASSM;Répertoire des diapositives du Département des recherches archéologiques subaquatiques et sous-marines (DRASSM);Patrimoine;Archéologie;Service à compétence nationale;Département des recherches archéologiques subaquatiques et sous-marines (DRASSM);;;le-drassm@culture.gouv.fr;Archéologie maritime;"image ; photographie ; bien culturel maritime";;;;Aucune;;;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0484;Couches système d'information géographique (SIG) des protections et labels du ministère de la Culture  - DRAC Auvergne- Rhône-Alpes;"Couches système d'information géographique (.shp EPSG 2154) produites pour l’alimentation de l’atlas des patrimoines : immeubles classés et inscrits ; périmètres de protection des immeubles, sites patrimoniaux remarquables ; sites classés et inscrits loi de 1930 ; zones de présomption de prescription archéologique ; cinéma (cinémas fixes et itinérants) ; maisons des illustres ; labels XXe ; musées de France ; protections UNESCO";Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Auvergne-Rhône-Alpes;;;data-snum@culture.gouv.fr;Patrimoine, musées, cinéma, livre et lecture;;;;http://atlas.patrimoines.culture.fr;En continu;Données carto totales environ 5 To;;shp;Auvergne-Rhône-Alpes;;Non ouvert;2021-11-15;Actif;Auvergne-Rhône-Alpes;Ouvrable
CAT-0485;Arrêtés de protection des monuments historiques en Auvergne-Rhône-Alpes;Version numérique des arrêtés Monuments Historiques (MH);Patrimoine;Monuments;Direction régionale des affaires culturelles;DRAC Auvergne-Rhône-Alpes;;;data-snum@culture.gouv.fr;Arrêtés MH (Monuments Historiques);monument historique (MH);;;;En continu;Tous arrêtés confondus plus de 10 Go;;pdf, tif, jpg;Auvergne-Rhône-Alpes;;Non ouvert;2021-11-15;Actif;Auvergne-Rhône-Alpes;Ouvrable
CAT-0488;Dossiers de protection des monuments historiques : fiches signalétiques - DRAC Auvergne Rhône-Alpes;Version numérisée des fiches signalétiques des monuments historiques protégés (réseau collectif DRAC_Nasaura);Patrimoine;Monuments;Direction régionale des affaires culturelles;DRAC Auvergne-Rhône-Alpes;;;data-snum@culture.gouv.fr;;immeuble;;;;En continu;Tous documents confondus plus 10 Go;;pdf;Auvergne-Rhône-Alpes;;Non ouvert;2021-11-15;Actif;Auvergne-Rhône-Alpes;Ouvrable
CAT-0505;Agenda des Journées nationales de l'architecture et des Journées européennes du patrimoine en Nouvelle Aquitaine;Agenda numérique répertoriant tous les événements organisés pour les journées nationales de l'architecture et les journées européennes du patrimoine (Open Agenda);Architecture;;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;;;https://openagenda.com/evenements-mcc?oaq%5Bpassed%5D=1&oaq%5Border%5D=latest;;En continu;;;;Nouvelle-Aquitaine;;Ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable
CAT-0530;Sigles sur céramiques sigillées issues des fouilles archéologiques de la Somme;Inventaire des sigles figurant sur les céramiques sigillées issues des fouilles archéologiques de la Somme;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Hauts-de-France;;Service régional de l'archéologie;data-snum@culture.gouv.fr;;"mobilier archéologique ; opération archéologique";;;;En continu;376 notices;;;Hauts-de-France;;Non ouvert;2021-11-15;Actif;Hauts-de-France;Ouvrable
CAT-0715;Imprimeurs, libraires et lithographes en France au 19e siècle;Ce jeu de données répertorie l'ensemble des dossiers de brevet d'imprimeur, libraire et lithographe délivrés par le ministère de l'Intérieur  entre 1810 et 1870, brevet nécessaire pour exercer ces professions.;Archives;;Service à compétence nationale;Archives nationales;;Direction des fonds / Département Justice et Intérieur / Pôle Intérieur;;Histoire;histoire;Oui;https://data.culture.gouv.fr/explore/dataset/imprimeurs-libraires-et-lithographes-en-france-au-19e-siecle/;https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_056981;Aucune;17969 enregistrements;XML;XLSX;France métropolitaine;;Ouvert;2022-05-16;Actif;France métropolitaine;Ouvrable
CAT-0730;Liste des jardins remarquables;Mis en place en 2004, le label « Jardin remarquable » distingue des jardins et des parcs, présentant un intérêt culturel, esthétique, historique ou botanique, qu'ils soient publics ou privés.;Patrimoine;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service du patrimoine;Sous-direction des monuments historiques et des sites patrimoniaux;;;"jardin remarquable ; label et appellation ; lieu culturel";Oui;https://data.culture.gouv.fr/explore/dataset/liste-des-jardins-remarquables/;;En continu;;ODS;;France entière;;Ouvert;2023-01-20;Actif;France entière;Ouvrable
CAT-0116;Ressources documentaires des centres de documentation de la DRAC Normandie;Catalogue des références bibliographiques des monographies et périodiques conservés par la DRAC Normandie (issues du système informatique de gestion de bibliothèque PMB);Bibliothèques;;Direction régionale des affaires culturelles;DRAC Normandie;;Secrétariat général;documentation.drac-normandie@culture.gouv.fr;;"documentation ; bibliographie";;;https://pmb.culture.fr/opac/index.php?database=pmb_bassenormandie;En continu;13272 enregistrements;CSV;Export possible en différents formats (, UNIMARC, xml, xls…);Normandie;;Non ouvert;2021-11-15;Actif;Normandie;Ouvrable
CAT-0136;Projets subventionnés dans le cadre des appels à projet AD-ESSOR et ANET (Archivage numérique en Territoires) de soutien aux projets d'archivage numérique;Recensement des projets subventionnés dans le cadre des appels à projet AD-ESSOR (2014-2019) et ANET (Archivage numérique en Territoires) (2020-2021) et du montant attribué à chaque projet;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction de la collecte, de la conservation et de l'archivage électronique;data-snum@culture.gouv.fr;Archivage numérique;appel à projet (AAP);;;;En continu;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0203;Périmètres délimités des abords - Finistère (Bretagne);Localisation des périmètres délimités des abords (PDA);Patrimoine;;Direction régionale des affaires culturelles;DRAC Bretagne;;UDAP 29;data-snum@culture.gouv.fr;Urbanisme;"périmètre délimité des abords (PDA) ; géoréférencement";Oui;;http://atlas.patrimoines.culture.fr/atlas/;En continu;;CSV;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;ouvrable
CAT-0388;Liste des Villes et pays d‘art et d’histoire de Centre-Val de Loire;La région Centre-Val de Loire compte 3 pays et 7 villes labellisés;Patrimoine;;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;"ville et pays d'art et d'histoire (VPAH) ; label et appellation ; lieu culturel";;;;En continu;;ODS;;Centre-Val de Loire;;Non ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable
CAT-0735;Dossiers nominatifs du fichier central de la Sûreté nationale (1870-1940);Le fichier central de la Sûreté nationale, l’un des « fonds de Moscou », saisi par les Allemands en 1940, puis par l’Armée rouge avant d’être restitué entre 1994 et 2001, est l’un des fonds emblématiques des Archives nationales. Ce corpus d’archives du ministère de l'Intérieur est constitué de plus de 600 000 dossiers nominatifs de police de la Troisième République (années 1870-1940);Archives;;Service à compétence nationale;Archives nationales;Direction des fonds;Département de la justice et de l'intérieur;;;histoire;;https://data.culture.gouv.fr/explore/dataset/dossiers-nominatifs-du-fichier-central-de-la-surete-1870-1940;;Aucune;Plus de 600 000 enregistrements;XLSX;;France;;Ouvert;2023-05-09;Actif;France;Ouvrable
CAT-0072;Meilleures audiences des chaînes de télévision;Liste des meilleures audiences depuis 1999. Top 10 par chaîne avec titre, nombre de téléspectateurs et part d'audience;Audiovisuel;Télévision;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0129;Les expositions itinérantes des services d’archives;Recensement des expositions itinérantes présentée par région puis par département et par service. Ces données couvrent les expositions itinérantes proposées par les services d'archives à date;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction du pilotage, de la communication et de la valorisation des archives;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/les-expositions-itinerantes-empruntables-dans-les-services-darchives;https://francearchives.fr/fr/article/309535180;En continu;168 Ko;XLS;xlsx, ods;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0130;Les publications des services d’archives;Recensement des publications proposées par les services publics d'archives : publications papier et publications en ligne. La liste est présentée par région puis par département et par service. Ces données couvrent les publications proposées par les services d'archives à date;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction du pilotage, de la communication et de la valorisation des archives;data-snum@culture.gouv.fr;;;;;;En continu;168 Ko;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0134;Référentiel de communicabilité des archives publiques;Le référentiel établit la liste des délais de communicabilité applicables aux archives publiques : le cas général de libre communicabilité immédiate prévu à l'article L. 213-1 du Code du patrimoine, et les durées additionnelles prévues à l'article L. 213-2 pour certains types d'informations protégées par la loi.;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction du pilotage, de la communication et de la valorisation des archives;data-snum@culture.gouv.fr;;;;http://data.culture.fr/thesaurus/page/ark:/67717/98b3feb3-744b-4ba3-8381-18ca4a555a4c;;En continu;;;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
